"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"GMAP","6.27","0.17","2.79%","6.06","6.06","6.29","6.10","900.00","5,636.00","0.00","6.43","5.36","6.08","5.86","6.32","6.57","6.1705","5.9660","5.7535","5.8048","6.1571311191","6.0050494917","5.8846049186","5.852017935","UPTREND","UPTREND","SIDEWAYS","57.6779797774","NEUTRAL","0.0837006128","2.28%","LOW","43.6760691538","37.7631578947","-34.2105263158","150,940","209,140","169,300","937,558.90","1,285,987.2666666667","1,039,487.45","White Long Day","None","None","10.39%","2.62%","1.95%","1,539.00","-4,126,672.00","-1,718,255.00","-118,765,261.00","-613,476,710.00","207.06","193.58%","0.0302810779","0","0.6270","0"
"GPH","12.90","1.20","10.26%","11.38","11.38","12.90","11.70","2,200.00","28,198.00","0.00","22.75","10.10","10.64","10.14","14.90","19.12","11.4170","11.6792","12.8760","16.3734","11.4382151694","11.8969441762","13.247641363","16.7058011383","DOWNTREND","SIDEWAYS","DOWNTREND","61.889554542","NEUTRAL","-0.2089884325","8.04%","HIGH","83.2589418556","24.5283018868","-62.893081761","5,390","4,560","4,525","67,551.20","55,322.2666666667","54,145.70","White Marubozu","None","None","7.50%","22.39%","13.96%","0.00","4,530.00","25,200.00","42,252.00","0.00","1.40","460.00%","9.2142857143","0","1.2835820896","0"
"GSMI","23.50","-0.55","-2.29%","24.95","23.05","24.95","24.05","97,600.00","2,327,200.00","-14,950.00","32.90","12.10","23.28","15.54","25.95","29.50","27.24","28.8950","26.5328","20.5941","26.6661327254","27.4077883691","25.7216594793","22.2708362169","DOWNTREND","DOWNTREND","UPTREND","25.918023011","OVERSOLD","-0.8482645839","4.38%","NEUTRAL","-167.5968713117","0.00","-92.2413793103","164,620","133,893","127,760","4,374,084.50","3,592,689.00","3,476,226.25","Black Long Day","None","None","-12.48%","-19.24%","-6.37%","-25,300.00","7,605,760.00","10,542,265.00","14,934,505.00","-94,173,480.00","1.96","456.36%","11.9897959184","0","1.5220207254","0"
"GTCAP","1,170.00","-39.00","-3.23%","1,199.00","1,166.00","1,199.00","1,209.00","186,915.00","219,590,920.00","-84,061,945.00","1,450.00","1,103.00","1,168.00","1,127.50","1,306.00","1,350.00","1,297.55","1,327.64","1,273.68","1,232.02","1,281.271535861","1,299.171465322","1,282.2924091607","1,263.0281107322","DOWNTREND","SIDEWAYS","UPTREND","20.7869331054","OVERSOLD","-15.1087855483","2.81%","LOW","-267.6145693387","0.00","-97.6878612717","102,818","89,523","89,903","129,018,613.50","113,562,482.3333333333","115,518,675.25","Black Long Day","None","None","-9.44%","-13.33%","-9.86%","-254,607,145.00","-345,025,050.00","-732,955,790.00","-783,663,370.00","-2,638,240,030.00","68.73","-25.17%","17.0231340026","0","1.2460992832","0"
"GTPPA","1,001.00","-8.00","-0.79%","1,001.00","1,001.00","1,001.00","1,009.00","360.00","360,360.00","0.00","1,100.00","1,000.00","1,000.00","1,000.00","1,009.00","1,040.00","1,005.80","1,016.86","1,017.34","0.00","1,006.9972721161","1,013.0310899171","1,016.3141749286","0.00","SIDEWAYS","SIDEWAYS","SIDEWAYS","43.6975437863","NEUTRAL","-3.8975486101","0.63%","LOW","-143.5678749112","60.6060606061","-90.00","7,165","4,908","3,859","7,183,950.50","4,920,553.3333333333","3,869,707.00","White Marubozu","None","Three White Soldiers","-2.82%","-0.89%","0.00%","100,000.00","100,000.00","100,000.00","100,000.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"GTPPB","1,002.00","-1.00","-0.10%","1,000.00","1,000.00","1,002.00","1,003.00","4,530.00","4,530,100.00","0.00","1,050.00","1,000.00","1,000.00","1,000.00","1,009.00","1,040.00","1,006.35","1,014.62","1,021.50","1,023.5750","1,006.0496490204","1,012.288143732","1,017.3195612202","1,021.1790636107","SIDEWAYS","SIDEWAYS","SIDEWAYS","44.1390860409","NEUTRAL","-3.4404346542","0.58%","LOW","-104.6431046431","0.00","-86.6666666667","870","682","2,289","769,100.00","615,348.3333333333","1,749,765.25","White Marubozu","None","None","-2.53%","-1.28%","-0.69%","0.00","0.00","-14,060,075.00","-12,783,775.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"H2O","6.00","-0.09","-1.48%","5.90","5.86","6.07","6.09","108,100.00","637,639.00","0.00","10.80","3.50","5.92","5.00","6.15","6.90","6.2590","6.2558","6.6490","6.6749","6.1841535681","6.2974695997","6.4023791532","6.1481816646","DOWNTREND","SIDEWAYS","DOWNTREND","44.5218719866","NEUTRAL","-0.0507487456","4.99%","NEUTRAL","-116.3734776725","16.115112444","-85.1063829787","126,790","210,200","332,165","769,789.20","1,315,991.20","2,138,263.50","None","None","None","-2.28%","-5.51%","-1.64%","8,428.00","-21,777.00","-291,071.00","2,068,494.9999","796,946.9994","0.13","-13.33%","46.1538461538","0","2.8301886792","0"
"HI","6.94","0.00","0.00%","6.94","6.94","6.94","6.94","13,800.00","95,772.00","0.00","8.68","6.15","6.65","6.42","7.22","7.50","7.17","7.3676","7.5578","7.5836","7.1463522317","7.3123369925","7.4396337116","7.3684758348","DOWNTREND","SIDEWAYS","SIDEWAYS","31.2531290205","NEUTRAL","-0.0802451609","1.14%","LOW","-182.1522309711","0.00","-100.00","20,060","13,800","10,485","140,764.50","96,930.9333333333","73,676.55","White Marubozu","Tweezer Bottoms","None","-5.71%","-4.14%","-1.98%","0.00","7,964.00","371,464.00","26,675,599.00","23,532,939.0002","1.01","-18.55%","6.8712871287","0","0.2783794625","0"
"HLCM","9.65","-0.20","-2.03%","9.85","9.60","9.85","9.85","2,419,000.00","23,389,456.00","-3,976,500.00","16.60","9.40","9.44","9.40","9.92","10.45","9.7275","10.0122","10.7149","11.90195","9.7542408789","10.0681916821","10.6813185562","11.7696372064","DOWNTREND","SIDEWAYS","DOWNTREND","45.6895519079","NEUTRAL","-0.1379418408","3.09%","NEUTRAL","-17.9114710545","52.4547803618","-58.3333333333","582,270","404,893","318,430","5,673,551.30","3,943,480.20","3,104,506.55","Black Long Day","None","None","-10.48%","-2.53%","0.52%","-2,592,496.0001","-1,131,303.0001","-469,983.0001","-34,062,777.9997","-255,956,472.0006","0.42","-60.38%","22.9761904762","0","2.789017341","0"
"HOLD","7,923.41","-165.15","-2.04%","7,927.76","7,858.47","7,934.56","8,088.56","101,341,919.00","2,785,378,484.91","-324,842,002.00","9,393.65","7,308.85","7,858.18","7,600.22","8,217.40","8,733.00","8,331.3760","8,696.3832","8,629.0629","8,328.2375","7,879.6740271539","8,157.2465989376","8,285.1803006659","8,198.9191804006","DOWNTREND","DOWNTREND","SIDEWAYS","49.8553895137","NEUTRAL","-217.6168386822","12.71%","HIGH","-159.0920569068","0.00","-89.9372136433","170,925,830","161,030,545","187,093,375","3,333,622,926.1220","2,658,760,693.3846666667","2,452,882,037.45","Hanging Man","None","None","-8.04%","-7.71%","-3.41%","-1,880,558,669.9991","-6,464,328,031.4992","-11,612,713,736.0004","-16,412,000,029.5012","-28,307,639,928.0015","0.00","0.00%","0.00","0","0.00","0"
"HOUSE","6.48","0.12","1.89%","6.36","6.31","6.50","6.36","164,800.00","1,056,797.00","-13,416.00","7.32","4.86","6.31","6.09","7.00","7.22","6.8510","6.6224","6.1902","5.8862","6.7752020334","6.6207762734","6.3457746786","6.2331973887","DOWNTREND","UPTREND","UPTREND","37.9361172374","NEUTRAL","0.0618429094","3.41%","NEUTRAL","-182.8685701589","26.1904761905","-73.8095238095","586,670","663,367","679,100","4,024,412.70","4,566,443.2666666667","4,657,768.50","None","None","None","-3.71%","-6.09%","-7.43%","-1,391,177.00","-9,403,296.00","-18,862,796.00","-181,914,273.00","-700,090,934.9991","0.22","22.22%","29.4545454545","0","1.7608695652","0"
"HVN","311.80","1.80","0.58%","310.00","302.00","313.00","310.00","19,130.00","5,889,402.00","0.00","392.00","15.04","301.50","169.50","320.50","359.50","318.06","202.9390","110.9277","63.82235","298.1202208845","225.3142556331","153.7157365077","96.4433098041","SIDEWAYS","UPTREND","UPTREND","69.8595158375","NEUTRAL","38.660103993","7.97%","HIGH","-94.3479355488","17.4570446736","-82.6804123711","40,584","66,240","78,534","12,816,543.00","21,431,250.5333333333","25,301,834.10","None","None","None","1,317.27%","-1.95%","-2.87%","10,220.00","998,015.9999","3,458,927.0002","703,838.0003","-1,211,979.0001","0.42","-40.85%","742.380952381","0","103.9333333333","0"
"I","1.50","-0.11","-6.83%","1.50","1.50","1.50","1.61","5,000.00","7,500.00","0.00","2.15","1.50","1.50","1.50","1.64","1.70","1.6255","1.6698","1.7059","1.7024","1.6192786114","1.6575027579","1.6826875677","1.7046655652","DOWNTREND","SIDEWAYS","SIDEWAYS","37.8455565245","NEUTRAL","-0.020495294","3.62%","NEUTRAL","-322.8758169935","30.9523809524","-100.00","39,000","38,333","45,000","62,382.00","61,621.3333333333","72,924.00","White Marubozu","None","None","-13.79%","-7.41%","-3.23%","3,280.00","8,290.00","1,690.00","129,870.00","103,970.00","0.01","-83.33%","150.00","0","0.6880733945","0"
"ICT","103.00","-1.00","-0.96%","103.80","100.00","103.80","104.00","598,600.00","61,512,978.00","-7,635,731.00","115.00","84.95","101.50","96.42","108.95","113.75","108.31","109.8380","107.2990","105.53425","107.6254997331","108.4460070082","107.3818243356","103.32246022","DOWNTREND","SIDEWAYS","SIDEWAYS","27.8953355323","OVERSOLD","-0.7501526544","2.60%","LOW","-271.5771295566","20.2690378477","-70.5882352941","1,502,288","1,231,035","1,118,574","160,772,314.40","132,294,126.60","120,697,650.90","Hanging Man","None","None","-2.37%","-6.36%","-5.50%","-72,994,116.00","100,279,477.00","-132,531,289.00","-469,861,040.00","-1,629,985,425.7505","0.07","0.00%","1,471.4285714286","0","111.9565217391","0"
"IDC","5.07","-0.26","-4.88%","5.20","5.07","5.24","5.33","1,099,300.00","5,647,896.00","10,300.00","13.10","2.41","4.78","3.95","5.61","6.82","5.8320","6.8060","6.9930","4.9564","5.8164029069","6.3364463641","6.2155774311","5.4026587677","DOWNTREND","DOWNTREND","SIDEWAYS","36.2494304287","NEUTRAL","-0.3550435579","10.65%","HIGH","-150.1740427648","31.5352697095","-75.5186721992","3,676,640","3,522,267","3,651,820","21,558,780.30","20,659,442.00","21,875,653.60","Black Long Day","None","None","-27.88%","-16.89%","-13.78%","777,418.00","-33,809,461.00","-65,583,574.00","-93,321,806.75","-35,219,612.20","0.10","-28.57%","50.70","0","3.0542168675","0"
"IMI","16.00","-0.10","-0.62%","16.00","15.00","16.24","16.10","4,097,900.00","64,255,816.00","3,339,646.00","23.00","6.82","15.50","14.11","17.95","20.55","18.4180","18.9276","18.9258","17.08755","18.0172893785","18.610869258","18.3263513964","16.5604581926","DOWNTREND","SIDEWAYS","SIDEWAYS","27.8543287668","OVERSOLD","-0.4739574484","5.58%","HIGH","-164.8506366308","9.8412698413","-82.1428571429","3,603,690","3,042,153","2,848,830","62,426,488.80","54,388,979.5333333333","51,484,713.15","Doji","None","None","-14.98%","-16.67%","-8.68%","-15,149,932.00","-174,888,501.9993","-210,315,637.9993","-487,748,925.9999","169,503,081.0016","0.02","0.00%","800.00","0","114.2857142857","0"
"IMP","2.42","-0.08","-3.20%","2.50","2.42","2.50","2.50","17,000.00","42,100.00","0.00","4.14","2.26","2.41","2.28","2.66","2.85","2.6530","2.7786","2.6861","2.97125","2.6549002504","2.7243392287","2.7813304024","2.913088573","DOWNTREND","DOWNTREND","SIDEWAYS","34.5264695577","NEUTRAL","-0.0573016775","5.38%","HIGH","-235.935706085","0.00","-94.4444444444","53,100","47,933","71,500","136,934.00","124,400.00","189,598.00","Black Marubozu","None","None","-8.33%","-8.68%","-11.03%","-99,439.9999","-205,439.9999","-149,439.9999","-149,439.9999","1,048,610.0001","-0.02","80.00%","-121.00","0","3.0250","0"
"INDU","11,249.42","-130.40","-1.15%","11,217.78","11,116.55","11,254.12","11,379.82","103,185,524.00","1,159,701,956.21","-98,820,145.5015","12,089.96","10,565.54","11,171.66","10,605.60","11,527.18","11,891.59","11,442.25","11,576.4846","11,313.1864","11,206.1848","10,936.416335773","11,120.9489732518","11,181.0677380533","11,186.9145452727","SIDEWAYS","SIDEWAYS","SIDEWAYS","50.9515605008","NEUTRAL","-206.3299969803","9.79%","HIGH","-163.3855678474","23.8257931984","-73.813559322","166,598,907","158,687,048","141,066,196","1,515,853,452.6760","1,405,592,847.7693333333","1,353,559,089.82","Hammer","None","None","0.16%","-1.67%","-3.18%","-282,731,099.5016","-1,069,004,198.0009","-1,910,441,798.0007","1,651,253,716.9981","715,126,928.9936","0.00","0.00%","0.00","0","0.00","0"
"ION","2.24","-0.01","-0.44%","2.23","2.18","2.37","2.25","3,672,000.00","8,408,010.00","1,171,240.00","3.20","1.48","2.14","2.00","2.50","3.20","2.4535","2.1596","2.1268","1.97755","2.3896208276","2.2590459512","2.1458221068","2.0352803106","UPTREND","UPTREND","SIDEWAYS","46.8098654719","NEUTRAL","0.1135410995","12.42%","HIGH","-61.127744511","11.2121212121","-87.2727272727","15,377,200","21,149,200","17,195,200","41,759,522.00","57,825,951.3333333333","46,383,243.50","None","None","None","0.45%","1.82%","-11.11%","3,843,030.00","5,614,880.00","5,112,549.9996","5,239,789.9997","-23,592,050.0007","0.00","0.00%","0.00","0","44.80","0"
"IPM","8.30","0.00","0.00%","8.30","8.30","8.30","8.30","5,000.00","41,500.00","0.00","9.04","8.00","8.24","7.28","8.32","8.68","8.2995","8.3068","8.3284","8.46045","8.2995477074","8.3103408614","8.3511297706","8.4746736745","SIDEWAYS","SIDEWAYS","SIDEWAYS","49.5176312861","NEUTRAL","-0.0037237127","0.40%","LOW","37.3917008664","83.3333333333","-16.6666666667","14,520","17,727","19,005","120,206.50","146,873.60","157,489.70","White Marubozu","Bullish Harami","Three White Soldiers","-0.60%","-0.12%","0.00%","0.00","4,986.00","4,986.00","-180,054.00","-333,320.00","0.14","-6.67%","59.2857142857","0","5.4966887417","0"
"IPO","12.90","-0.28","-2.12%","13.18","12.90","13.18","13.18","2,800.00","36,234.00","0.00","16.50","11.00","12.80","12.31","13.28","13.75","13.1240","13.4364","12.8766","12.6208","13.1548282812","13.161571401","12.9874593075","12.6812977041","SIDEWAYS","SIDEWAYS","UPTREND","44.7169257468","NEUTRAL","-0.0417426064","2.38%","LOW","-111.2929623568","64.4444444444","-66.6666666667","38,560","38,633","33,650","502,171.70","504,405.80","439,253.55","Black Marubozu","Bearish Engulfing","None","-0.77%","-1.38%","-2.86%","0.00","1,315,776.00","5,389,130.00","5,402,322.00","-20,617,154.00","0.58","-42.57%","22.2413793103","0","1.6884816754","0"
"IRC","0.94","-0.02","-2.08%","0.97","0.94","1.01","0.96","3,172,000.00","3,065,190.00","191,000.00","1.25","0.66","0.92","0.67","1.04","1.10","0.8235","0.7838","0.7818","0.8845","0.8608442226","0.8094320971","0.8170152595","0.8827041272","UPTREND","UPTREND","SIDEWAYS","62.5989626646","NEUTRAL","0.0433944857","8.58%","HIGH","84.1934831006","70.0854700855","-35.8974358974","9,630,900","6,992,067","5,414,450","9,456,282.00","6,747,976.00","5,178,866.00","None","None","None","27.03%","38.24%","1.08%","2,192,460.00","6,218,760.00","6,218,760.00","6,495,660.00","4,541,980.0001","0.07","16.67%","13.4285714286","0","0.6482758621","0"
"IS","0.1260","0.0030","2.44%","0.1230","0.1230","0.1260","0.1230","1,770,000.00","220,080.00","0.00","0.2010","0.1230","0.1230","0.1230","0.1280","0.1390","0.12925","0.1359","0.14108","0.157595","0.1292511644","0.1346015083","0.1419044876","0.1563937548","DOWNTREND","DOWNTREND","SIDEWAYS","40.334699308","NEUTRAL","-0.0030442079","3.07%","NEUTRAL","-130.9872922776","0.00","-72.7272727273","5,265,000","5,526,667","6,927,000","676,444.50","708,628.3333333333","896,784.75","White Marubozu","Bullish Engulfing","None","-10.64%","-5.97%","-1.56%","-237,500.00","-9,970.00","820,189.9999","1,020,399.9986","6,810,019.9976","0.00","0.00%","0.00","0","-6.30","0"
"ISM","1.49","-0.01","-0.67%","1.49","1.49","1.50","1.50","493,000.00","734,790.00","0.00","1.87","1.25","1.47","1.39","1.52","1.62","1.5195","1.5228","1.4533","1.4152","1.5113778461","1.5038898687","1.4710395193","1.4395995925","DOWNTREND","SIDEWAYS","UPTREND","46.0006286195","NEUTRAL","-0.0066419292","4.19%","NEUTRAL","-73.5294117647","27.7777777778","-66.6666666667","399,500","525,200","581,900","595,875.00","788,383.3333333333","883,475.50","Gravestone Doji","None","None","6.43%","-1.97%","0.00%","0.00","77,410.00","301,230.00","711,449.9999","-28,119.9998","-0.06","84.21%","-24.8333333333","0","1.3423423423","0"
"JAS","3.25","0.00","0.00%","3.23","3.23","3.37","3.25","150,000.00","486,320.00","0.00","3.95","2.90","3.18","3.08","3.54","3.68","3.2260","3.2906","3.2340","3.27925","3.2548472327","3.2605670731","3.2537798101","3.2554240102","UPTREND","SIDEWAYS","SIDEWAYS","49.5207646337","NEUTRAL","-0.0146488204","5.93%","HIGH","29.3552812071","22.5225225225","-77.027027027","318,100","496,667","399,950","1,093,585.00","1,745,198.00","1,395,573.00","Inverted Hammer","None","None","5.86%","1.56%","0.31%","0.00","-95,760.00","-95,760.00","-58,870.00","578,290.00","-0.01","0.00%","-325.00","0","-27.0833333333","0"
"JFC","288.00","1.20","0.42%","285.00","280.00","288.00","286.80","864,870.00","244,736,736.00","-66,162,566.00","305.40","182.10","282.50","272.00","298.80","305.40","294.01","287.4040","269.2880","248.3430","290.8522247129","284.4115187801","272.236033019","255.9222246064","DOWNTREND","SIDEWAYS","UPTREND","48.4316861905","NEUTRAL","2.2973069924","2.81%","LOW","-126.1961722488","20.3842711881","-68.5039370079","876,384","770,669","783,310","255,141,017.90","225,969,075.00","230,110,002.55","Hammer","None","None","13.83%","-3.49%","-5.70%","-134,585,552.00","-204,992,832.00","-153,273,234.00","923,783,254.0008","967,817,544.0008","6.38","25.34%","45.1410658307","0","7.8969015629","0"
"JGS","63.50","0.00","0.00%","62.40","62.00","63.50","63.50","2,120,840.00","133,882,115.00","-15,612,560.00","87.15","62.00","62.00","62.00","64.05","75.00","65.97","72.1740","72.7070","74.81875","66.1284552202","69.8266815999","72.0826771807","73.9291782709","DOWNTREND","DOWNTREND","SIDEWAYS","36.4048782736","NEUTRAL","-2.6504602391","3.19%","NEUTRAL","-86.5692209262","0.00","-70.00","10,006,678","7,504,162","6,791,821","643,341,532.75","483,159,855.0333333333","442,440,887.50","White Long Day","None","None","-11.93%","-11.81%","-1.63%","-269,174,445.4993","-1,241,999,222.9993","-2,299,040,443.4996","-2,486,765,910.4995","-2,361,778,809.9976","2.97","-7.76%","21.3804713805","0","1.7297739036","0"
"JOH","5.15","-0.32","-5.85%","5.44","5.15","5.44","5.47","1,300.00","6,869.00","0.00","7.95","4.15","5.14","4.86","5.47","6.02","5.2340","5.4622","5.2259","5.0126","5.2842232567","5.3073554725","5.2475909655","5.1043632058","UPTREND","DOWNTREND","UPTREND","47.5252230574","NEUTRAL","-0.0324935322","5.35%","HIGH","1.3175230567","41.4631498969","-91.8918918919","4,830","7,167","8,275","25,453.00","37,467.7333333333","44,558.60","Black Marubozu","None","Evening Star","-14.17%","0.39%","-2.83%","0.00","0.00","0.00","-42,490.00","92,919.0005","1.11","30.59%","4.6396396396","0","0.7025920873","0"
"KEP","4.28","-0.01","-0.23%","4.30","4.28","4.30","4.29","8,000.00","34,320.00","0.00","5.61","4.01","4.23","4.03","4.30","4.99","4.4270","4.2992","4.4919","4.50955","4.4072834496","4.3721361696","4.4091478104","4.3060740565","UPTREND","SIDEWAYS","DOWNTREND","47.2508117158","NEUTRAL","0.0767587068","3.75%","NEUTRAL","-30.0524584334","26.4604810996","-74.2268041237","3,100","7,933","6,400","13,694.00","33,800.00","27,222.00","Black Marubozu","Bearish Engulfing","None","6.20%","-0.23%","-0.23%","0.00","43,780.00","56,100.00","-357,560.00","-1,935,951.00","0.01","120.00%","428.00","0","1.2514619883","0"
"KPH","5.20","-0.04","-0.76%","5.20","5.20","5.20","5.24","2,100.00","10,920.00","0.00","6.88","4.32","5.16","4.48","5.86","6.24","5.4025","5.3540","5.3596","5.40745","5.3219038175","5.3567574816","5.3642929575","5.3208302929","DOWNTREND","SIDEWAYS","SIDEWAYS","42.8966231071","NEUTRAL","-0.0353095034","4.62%","NEUTRAL","-77.4003919007","3.9122315593","-100.00","8,720","6,093","10,240","48,352.30","33,732.0666666667","60,672.35","White Marubozu","Tweezer Bottoms","None","-3.70%","-0.38%","-0.76%","0.00","0.00","0.00","0.00","0.00","0.94","147.37%","5.5319148936","0","0.4891815616","0"
